"SAMPLEID","LAT","LONG","STATIONID","COLLDATE","COLLMETH","INDEX_REGION","INDEX_NAME","ni_total","pi_OET","pt_ffg_pred","pt_NonIns","pt_POET","pt_tv_toler","pt_volt_semi","SC_pi_OET","SC_pt_ffg_pred","SC_pt_NonIns","SC_pt_POET","SC_pt_tv_toler","SC_pt_volt_semi","sum_Index","Index","Index_Nar"
"2015035",42.594356,-71.34067,"B0906","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",298,7.38255033557047,20.5128205128205,25.6410256410256,17.9487179487179,23.0769230769231,0,15.0664292562663,64.1025641025641,48.4737484737485,44.8717948717949,39.1608391608392,0,211.675375865213,35.2792293108688,"No Narrative"
"2015037",42.671844,-71.344448,"B0909","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",342,5.26315789473684,5,25,30,30,0,10.7411385606874,15.625,50,75,18.1818181818182,0,169.547956742506,28.2579927904176,"No Narrative"
"2015038",42.668178,-71.326335,"B0932","7/27/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",327,8.25688073394495,12.1212121212121,21.2121212121212,24.2424242424242,30.3030303030303,0,16.8507770080509,37.8787878787879,59.018759018759,60.6060606060606,17.2635445362718,0,191.61792904793,31.9363215079884,"No Narrative"
"2015042",42.427641,-71.485449,"B0910","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",307,26.0586319218241,22,22,26,22,2,53.1808814731104,68.75,57.1428571428571,65,42.4242424242424,16.6666666666667,303.164647706877,50.5274412844794,"No Narrative"
"2015043",42.347696,-71.51794,"B0919","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",363,0,23.8095238095238,47.6190476190476,0,33.3333333333333,0,0,74.4047619047619,0,0,8.08080808080807,0,82.48556998557,13.747594997595,"No Narrative"
"2015044",42.253214,-71.56727,"B0912","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,18.2926829268293,32.5581395348837,37.2093023255814,18.6046511627907,25.5813953488372,0,37.332005973121,100,20.9302325581395,46.5116279069767,31.5715292459479,0,236.345395684185,39.3908992806975,"No Narrative"
"2015045",42.291074,-71.688531,"B0927","7/29/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,5.36277602523659,27.4509803921569,21.5686274509804,15.6862745098039,19.6078431372549,5.88235294117647,10.9444408678298,85.7843137254902,58.1699346405229,39.2156862745098,49.6732026143791,49.0196078431373,292.807185965869,48.8011976609782,"No Narrative"
"2015050",41.562812,-71.133855,"B0869","8/3/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",336,22.9166666666667,22.9508196721311,16.3934426229508,27.8688524590164,9.83606557377049,3.27868852459016,46.7687074829932,71.7213114754098,70.4918032786885,69.672131147541,79.2846497764531,27.3224043715847,365.26100753267,60.8768345887784,"No Narrative"
"2015051",41.63266,-71.060383,"B0827","8/3/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",377,26.790450928382,13.3333333333333,10,38.3333333333333,6.66666666666667,6.66666666666667,54.6743896497591,41.6666666666667,85.7142857142857,95.8333333333333,88.8888888888889,55.5555555555556,422.333119808489,70.3888533014149,"No Narrative"
"2015054",42.00792,-71.70506,"B0829","8/4/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",287,22.2996515679443,18.75,1.5625,35.9375,4.6875,14.0625,45.5094929958046,58.59375,100,89.84375,94.8863636363636,100,488.833356632168,81.4722261053614,"No Narrative"
"2015058",42.287132,-71.651289,"B0930","8/5/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,4.82315112540193,23.6842105263158,23.6842105263158,21.0526315789474,13.1578947368421,5.26315789473684,9.84316556204475,74.0131578947368,53.1328320802005,52.6315789473684,69.2185007974482,43.859649122807,302.698884404606,50.4498140674343,"No Narrative"
"2015060",42.494062,-71.255983,"B0934","8/5/2015","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,2.34604105571848,20.5882352941176,32.3529411764706,14.7058823529412,29.4117647058824,2.94117647058824,4.78783888922138,64.3382352941177,32.4929971988796,36.7647058823529,19.9643493761141,24.5098039215686,182.857930562254,30.4763217603757,"No Narrative"
"2016009",42.664623,-71.753811,"B0868","7/26/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,32.3899371069182,22.0779220779221,3.8961038961039,37.6623376623377,5.19480519480519,6.49350649350649,66.1019124630984,68.9935064935065,100,94.1558441558442,93.349075167257,54.1125541125541,476.71289239226,79.4521487320434,"No Narrative"
"2016010",42.700651,-71.487647,"B0942","7/26/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",349,9.16905444126074,32,40,16,36,0,18.7123560025729,100,14.2857142857143,40,0,0,172.998070288287,28.8330117147145,"No Narrative"
"2016011",42.733424,-70.904624,"B0940","7/28/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",313,17.8913738019169,37.2093023255814,34.8837209302326,27.906976744186,30.2325581395349,0,36.5130077590142,100,26.4673311184939,69.7674418604651,17.477096546864,0,250.224877284837,41.7041462141395,"No Narrative"
"2016014",41.63266,-71.060383,"B0827","8/3/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",294,5.4421768707483,14.5454545454545,10.9090909090909,23.6363636363636,10.9090909090909,7.27272727272727,11.1064834096904,45.4545454545455,83.5497835497836,59.0909090909091,76.0330578512397,60.6060606060606,335.840839962229,55.9734733270381,"No Narrative"
"2016015",42.00792,-71.70506,"B0829","8/3/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",311,32.7974276527331,18.0327868852459,8.19672131147541,32.7868852459016,4.91803278688525,8.19672131147541,66.9335258219043,56.3524590163934,90.007806401249,81.9672131147541,94.1877794336811,68.3060109289617,457.754794716944,76.2924657861573,"No Narrative"
"2016026",42.444418,-71.551697,"B0945","9/7/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,24.0506329113924,39.2156862745098,15.6862745098039,37.2549019607843,9.80392156862745,9.80392156862745,49.0829243089641,100,72.1755368814192,93.1372549019608,79.3820558526441,81.6993464052288,475.477118350217,79.2461863917028,"No Narrative"
"2016033",41.772548,-71.084948,"B0468","9/21/2016","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",310,49.0322580645161,27.5,2.5,55,2.5,5,100,85.9375,100,100,100,41.6666666666667,527.604166666667,87.9340277777778,"No Narrative"
"2017021",42.279627,-72.58673,"B0878","7/27/2017","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",289,31.1418685121107,20,10,31.6666666666667,10,3.33333333333333,63.5548336981852,62.5,85.7142857142857,79.1666666666667,78.7878787878788,27.7777777777778,397.501442644794,66.250240440799,"No Narrative"
"2019002",42.447149,-72.492036,"B1038","7/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",334,15.5688622754491,16.6666666666667,11.6666666666667,30,8.33333333333333,1.66666666666667,31.7731883172431,52.0833333333333,81.7460317460318,75,83.8383838383838,13.8888888888889,338.329826123881,56.3883043539801,"No Narrative"
"2019004",41.90744,-70.91495,"B1006","7/3/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",321,41.7445482866044,17.5,20,37.5,15,5,85.1929556869477,54.6875,61.9047619047619,93.75,63.6363636363636,41.6666666666667,400.83824789474,66.8063746491233,"No Narrative"
"2019008",42.3863,-72.5504,"B1039","7/9/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,17.9401993355482,15.2542372881356,8.47457627118644,15.2542372881356,15.2542372881356,1.69491525423729,36.6126517052003,47.6694915254237,89.3462469733656,38.135593220339,62.8659476117103,14.1242937853107,288.75422482135,48.1257041368916,"No Narrative"
"2019011",41.94909,-70.96837,"B1020","7/11/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,15.9763313609467,11.3207547169811,20.7547169811321,24.5283018867925,15.0943396226415,1.88679245283019,32.6047578794832,35.377358490566,60.1078167115903,61.3207547169811,63.3504859919954,15.7232704402516,268.484444230868,44.7474073718113,"No Narrative"
"2019012",41.92175,-70.92352,"B1007","7/11/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,49.266862170088,17.0212765957447,25.531914893617,34.0425531914894,17.0212765957447,0,100,53.1914893617021,48.7335359675785,85.1063829787234,57.5112830431979,0,344.542691351202,57.423781891867,"No Narrative"
"2019015",41.83551,-71.13595,"B1021","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",342,44.7368421052632,16.3265306122449,10.2040816326531,36.734693877551,6.12244897959184,8.16326530612245,91.2996777658432,51.0204081632653,85.2283770651118,91.8367346938776,90.5380333951763,68.0272108843537,477.950441967628,79.6584069946046,"No Narrative"
"2019016",41.9471,-71.17695,"B0603","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,46.2686567164179,22.8070175438597,14.0350877192982,35.0877192982456,8.7719298245614,8.7719298245614,94.4258300335059,71.2719298245614,76.1069340016709,87.719298245614,82.5093035619351,73.0994152046784,485.132710871966,80.8554518119943,"No Narrative"
"2019017.A",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",326,40.1840490797546,16.2162162162162,8.10810810810811,40.5405405405405,2.7027027027027,16.2162162162162,82.0082634280706,50.6756756756757,90.2187902187902,100,100,100,522.902729322537,87.1504548870894,"No Narrative"
"2019017.B",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",302,38.4105960264901,15.3846153846154,15.3846153846154,38.4615384615385,5.12820512820513,12.8205128205128,78.3889714826328,48.0769230769231,72.8937728937729,96.1538461538461,93.5508935508935,100,489.064407158068,81.5107345263447,"No Narrative"
"2019017.C",41.98168,-71.16139,"B1019","7/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,35.9621451104101,24.390243902439,14.6341463414634,36.5853658536585,7.31707317073171,9.75609756097561,73.3921328783879,76.219512195122,74.6806039488966,91.4634146341463,86.9179600886918,81.3008130081301,483.974436753375,80.6624061255625,"No Narrative"
"2019021",42.061126,-71.216586,"B0835","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",316,19.620253164557,15.5555555555556,20,22.2222222222222,11.1111111111111,4.44444444444444,40.0413329888918,48.6111111111111,61.9047619047619,55.5555555555556,75.4208754208754,37.037037037037,318.570674018233,53.0951123363721,"No Narrative"
"2019022",41.992344,-71.042578,"B1015","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",354,0,25,100,0,50,0,0,78.125,0,0,0,0,78.125,13.0208333333333,"No Narrative"
"2019023.A",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",317,34.0694006309148,9.80392156862745,25.4901960784314,31.3725490196078,15.6862745098039,3.92156862745098,69.5293890426833,30.6372549019608,48.8328664799253,78.4313725490196,61.5567439096851,32.6797385620915,321.667365445366,53.6112275742276,"No Narrative"
"2019023.B",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",326,34.6625766871166,13.4615384615385,23.0769230769231,34.6153846153846,13.4615384615385,3.84615384615385,70.7399524226869,42.0673076923077,54.5787545787546,86.5384615384615,68.2983682983683,32.0512820512821,354.274126581861,59.0456877636435,"No Narrative"
"2019023.C",42.005027,-71.213447,"B0860","7/18/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",320,31.5625,20,25.4545454545455,38.1818181818182,12.7272727272727,3.63636363636364,64.4132653061224,62.5,48.9177489177489,95.4545454545455,70.5234159779614,30.3030303030303,372.112005959409,62.0186676599014,"No Narrative"
"2019027",42.695393,-72.227184,"B0821","7/23/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",295,18.3050847457627,30.7692307692308,6.41025641025641,26.9230769230769,2.56410256410256,2.56410256410256,37.357315807679,96.1538461538462,94.2612942612943,67.3076923076923,100,21.3675213675214,416.447669898033,69.4079449830055,"No Narrative"
"2019029",42.201548,-72.044871,"B1030","7/24/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",329,12.4620060790274,26.6666666666667,26.6666666666667,17.7777777777778,8.88888888888889,0,25.4326654674028,83.3333333333333,46.031746031746,44.4444444444444,82.1548821548822,0,281.397071431809,46.8995119053015,"No Narrative"
"2019031",42.187595,-71.62677,"B1032","7/24/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,35.0931677018634,32.6086956521739,19.5652173913043,39.1304347826087,4.34782608695652,2.17391304347826,71.6187095956395,100,62.9399585921325,97.8260869565217,95.9156785243742,18.1159420289855,446.416375697653,74.4027292829422,"No Narrative"
"2019040",42.3671,-72.6042,"B1023","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",334,20.3592814371257,18.1818181818182,31.8181818181818,25.7575757575758,16.6666666666667,0,41.5495539533179,56.8181818181818,33.7662337662338,64.3939393939394,58.5858585858586,0,255.113767517531,42.5189612529219,"No Narrative"
"2019042.A",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",341,22.2873900293255,21.0526315789474,5.26315789473684,28.9473684210526,6.57894736842105,3.94736842105263,45.4844694476031,65.7894736842105,96.9924812030075,72.3684210526316,89.1547049441786,32.8947368421053,402.684287173737,67.1140478622894,"No Narrative"
"2019042.B",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,18.0952380952381,22.3880597014925,5.97014925373134,29.8507462686567,7.46268656716418,5.97014925373134,36.9290573372206,69.9626865671642,95.3091684434968,74.6268656716418,86.4767073722298,49.7512437810945,413.055729172848,68.842621528808,"No Narrative"
"2019042.C",42.2824,-72.5871,"B1027","8/1/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",339,22.1238938053097,21.9178082191781,6.84931506849315,27.3972602739726,8.21917808219178,2.73972602739726,45.1508036843056,68.4931506849315,93.2159165035877,68.4931506849315,84.1843088418431,22.8310502283105,382.36838062791,63.728063437985,"No Narrative"
"2019043",42.042388,-70.898462,"B0841","8/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,16.1490683229814,29.6296296296296,27.7777777777778,31.4814814814815,7.40740740740741,1.85185185185185,32.9572822917987,92.5925925925926,43.3862433862434,78.7037037037037,86.6442199775533,15.4320987654321,349.716140717324,58.2860234528873,"No Narrative"
"2019045",42.07937,-71.01406,"B0609","8/2/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",346,8.95953757225434,17.3913043478261,28.2608695652174,17.3913043478261,28.2608695652174,2.17391304347826,18.2847705556211,54.3478260869565,42.2360248447205,43.4782608695652,23.4519104084321,18.1159420289855,199.914734794281,33.3191224657135,"No Narrative"
"2019049",42.0367,-72.5828,"B1025","8/5/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",301,18.2724252491694,12.5,12.5,12.5,16.6666666666667,2.08333333333333,37.2906637738152,39.0625,79.7619047619048,31.25,58.5858585858586,17.3611111111111,263.31203823269,43.8853397054483,"No Narrative"
"2019054",41.97795,-71.13415,"B1018","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",361,18.5595567867036,36.1702127659574,34.0425531914894,29.7872340425532,19.1489361702128,2.12765957446809,37.8766465034767,100,28.4701114488349,74.468085106383,51.063829787234,17.7304964539007,309.609169299829,51.6015282166382,"No Narrative"
"2019055",41.93332,-71.15427,"B0350","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,57.8616352201258,9.09090909090909,9.09090909090909,38.6363636363636,6.81818181818182,9.09090909090909,100,28.4090909090909,87.8787878787879,96.5909090909091,88.4297520661157,75.7575757575758,477.066115702479,79.5110192837465,"No Narrative"
"2019056",41.94673,-71.20084,"B1022","8/6/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",318,44.0251572327044,14.2857142857143,25.7142857142857,37.1428571428571,5.71428571428571,5.71428571428571,89.8472596585804,44.6428571428571,48.2993197278912,92.8571428571429,91.7748917748918,47.6190476190476,415.040518780411,69.1734197967352,"No Narrative"
"2019057",42.2836,-72.6404,"B1024","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",343,33.5276967930029,15.7894736842105,7.89473684210526,15.7894736842105,18.4210526315789,0,68.4238710061284,49.3421052631579,90.7268170426065,39.4736842105263,53.2695374800638,0,301.236015002483,50.2060025004138,"No Narrative"
"2019058",42.2775,-72.6544,"B1028","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",319,6.89655172413793,22.2222222222222,40.7407407407407,18.5185185185185,37.037037037037,0,14.0745953553835,69.4444444444444,12.5220458553792,46.2962962962963,0,0,142.337381951503,23.7228969919172,"No Narrative"
"2019059",42.01888,-71.12579,"B1016","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,30.4733727810651,15.2542372881356,11.864406779661,32.2033898305085,11.864406779661,1.69491525423729,62.1905566960512,47.6694915254237,81.2752219531881,80.5084745762712,73.1381612737545,14.1242937853107,358.906199809999,59.8176999683332,"No Narrative"
"2019060",41.99503,-70.9707,"B1017","8/7/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",323,21.0526315789474,20,24,28,10,4,42.9645542427497,62.5,52.3809523809524,70,78.7878787878788,33.3333333333333,339.966718744914,56.661119790819,"No Narrative"
"2019062",42.00792,-71.70506,"B0829","8/12/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",325,18.7692307692308,22.6415094339623,1.88679245283019,33.9622641509434,3.77358490566038,11.3207547169811,38.3045525902669,70.7547169811321,100,84.9056603773585,97.6558033161807,94.3396226415094,485.960355906448,80.9933926510746,"No Narrative"
"2019063",42.04536,-71.651598,"B1031","8/12/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",336,33.0357142857143,18.8679245283019,11.3207547169811,37.7358490566038,5.66037735849057,11.3207547169811,67.4198250728863,58.9622641509434,82.5696316262354,94.3396226415094,91.9382504288165,94.3396226415094,489.5692165619,81.5948694269834,"No Narrative"
"2019066",42.617604,-71.726241,"B1035","8/14/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",322,27.9503105590062,21.1538461538462,5.76923076923077,30.7692307692308,5.76923076923077,7.69230769230769,57.0414501204208,66.1057692307692,95.7875457875458,76.9230769230769,91.6083916083916,64.1025641025641,451.568797772769,75.2614662954614,"No Narrative"
"2019067",42.664623,-71.753811,"B0868","8/14/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",328,32.6219512195122,22.5352112676056,2.8169014084507,36.6197183098592,2.8169014084507,7.04225352112676,66.5754106520657,70.4225352112676,100,91.5492957746479,100,58.6854460093897,487.232687647371,81.2054479412285,"No Narrative"
"2019069",42.4112,-72.5675,"B1029","8/15/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",327,31.8042813455657,13.7254901960784,9.80392156862745,25.4901960784314,15.6862745098039,1.96078431372549,64.9066966236036,42.8921568627451,86.1811391223156,63.7254901960784,61.5567439096851,16.3398692810458,335.602095995474,55.9336826659123,"No Narrative"
"2019070",42.187649,-70.768508,"B1036","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,18.6390532544379,30.9090909090909,29.0909090909091,23.6363636363636,14.5454545454545,1.81818181818182,38.0388841927303,96.5909090909091,40.2597402597403,59.0909090909091,65.0137741046832,15.1515151515152,314.145731890487,52.3576219817479,"No Narrative"
"2019072",42.05821,-70.89996,"B1010","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",338,6.50887573964497,20.4545454545455,22.7272727272727,22.7272727272727,15.9090909090909,0,13.2834198768265,63.9204545454545,55.4112554112554,56.8181818181818,60.8815426997245,0,250.314854351443,41.7191423919071,"No Narrative"
"2019073",42.04551,-70.97074,"B1012","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",314,9.87261146496815,24.4444444444444,13.3333333333333,22.2222222222222,11.1111111111111,2.22222222222222,20.1481866632003,76.3888888888889,77.7777777777778,55.5555555555556,75.4208754208754,18.5185185185185,323.809802824816,53.9683004708027,"No Narrative"
"2019074",42.03149,-70.96656,"B1013","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",312,11.8589743589744,24.5614035087719,26.3157894736842,19.2982456140351,12.280701754386,3.50877192982456,24.2019884877028,76.7543859649123,46.8671679197995,48.2456140350877,71.8766613503456,29.2397660818713,297.185583839719,49.5309306399532,"No Narrative"
"2019075",41.997462,-70.953869,"B0863","8/19/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",337,14.540059347181,25.4545454545455,21.8181818181818,27.2727272727273,14.5454545454545,0,29.673590504451,79.5454545454545,57.5757575757576,68.1818181818182,65.0137741046832,0,299.990394912165,49.9983991520274,"No Narrative"
"2019077",41.778004,-71.075934,"B1034","8/26/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",335,22.9850746268657,29.5454545454545,20.4545454545455,22.7272727272727,6.81818181818182,2.27272727272727,46.908315565032,92.3295454545455,60.8225108225108,56.8181818181818,88.4297520661157,18.9393939393939,364.24769966578,60.7079499442966,"No Narrative"
"2019079",42.05376,-71.00978,"B1011","9/9/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",315,3.80952380952381,22.2222222222222,33.3333333333333,16.6666666666667,16.6666666666667,2.77777777777778,7.77453838678329,69.4444444444444,30.1587301587302,41.6666666666667,58.5858585858586,23.1481481481481,230.778386390631,38.4630643984385,"No Narrative"
"2019081",41.8199,-71.02718,"B1008","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",345,0.289855072463768,8.33333333333333,50,8.33333333333333,41.6666666666667,0,0.591540964211772,26.0416666666667,0,20.8333333333333,0,0,47.4665409642118,7.91109016070196,"No Narrative"
"2019083",42.198623,-70.83275,"B1037","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",347,79.2507204610951,32.258064516129,12.9032258064516,41.9354838709677,9.67741935483871,3.2258064516129,100,100,78.8018433179723,100,79.7653958944282,26.8817204301075,485.448959642508,80.908159940418,"No Narrative"
"2019084",41.958515,-71.242463,"B1033","9/16/2019","Multihab","LOWGRADIENTIBI","SNEP_2020_Bugs",332,11.7469879518072,29.6296296296296,37.037037037037,11.1111111111111,29.6296296296296,0,23.9734447996066,92.5925925925926,21.3403880070547,27.7777777777778,19.304152637486,0,184.988355814518,30.8313926357529,"No Narrative"
